,opened_emails,age_in_days,webinar_enrollments,course_enrollments,is_referrer_bing,is_referrer_facebook,is_ndop,is_catalog_all,is_robotics,is_referrer_cbsi,is_business,is_referrer_infomoney,is_referrer_catracalivre,is_jobs,is_catalog_nanodegrees,is_checkout,is_mobile,is_tech_requirements,is_contact,is_referrer_anhanguera,is_success,is_us,is_legal,is_referrer_instagram,is_fcop_ud,is_payment,is_referrer_linkedin,is_signin,is_referrer_tecmundo,is_hire_talent,is_home,is_ai,is_fcop_st,is_drive,is_50back,is_fcop_cs,is_event,is_android,is_referrer_google,is_referrer_android,is_referrer_computerworld,is_referrer_live,is_nanodegree_home,count_visits,is_referrer_github,is_paying_student
6859,4,61,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,8,0,0
6860,1,60,0,0,0,1,1,2,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
6861,68,59,0,0,0,0,13,2,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,8,0,0,0,9,40,0,1
6862,12,227,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0
6863,1,59,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,8,0,0
6864,4,58,0,0,0,0,2,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0
6865,4,58,0,1,0,0,5,11,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,12,0,0,0,0,0,3,0,0,0,0,0,1,0,4,2,0,0,2,39,0,0
6866,0,58,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0
6867,18,388,0,41,0,0,28,8,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,55,0,0,4,0,0,5,1,1,0,1,11,4,0,4,0,0,0,11,146,0,0
6868,2,57,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,9,0,0
6869,1,57,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,3,0,0,0,0,0,0,0,1,0,0,1,3,13,0,0
6870,0,57,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0
6871,6,112,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,3,7,0,0
6872,0,293,0,2,0,0,9,5,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,3,0,0,5,0,0,14,0,1,0,1,0,0,0,10,0,0,0,9,64,0,0
6873,1,131,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0,3,8,0,1
6874,32,336,1,17,0,1,34,8,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,37,0,0,10,0,0,26,0,1,0,1,2,1,1,8,8,0,0,15,154,0,0
6875,7,401,0,1,0,0,4,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,6,0,0,0,0,40,0,0,0,0,0,0,9,72,0,0
6876,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0
6877,0,111,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
6878,59,111,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,6,0,0
6879,0,111,0,1,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0
6880,13,110,1,1,0,0,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,1,0,0,0,0,1,3,0,0,0,0,0,3,34,0,0
6881,132,123,3,0,0,0,13,6,0,0,1,0,0,1,2,2,0,0,0,0,0,0,1,0,1,0,0,3,0,1,22,0,0,0,0,0,9,0,15,0,0,0,9,76,0,1
6882,0,110,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,4,0,0,0,2,13,0,0
6883,4,110,1,1,0,1,6,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,1,2,10,2,0,0,3,22,0,0
6884,1,109,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4,15,0,0
6885,8,109,0,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,10,0,0,0,0,0,0,0,2,0,0,0,2,23,0,0
6886,54,125,3,0,0,0,3,5,0,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,1,0,0,1,0,0,4,0,0,0,0,0,3,0,2,0,0,0,2,25,0,1
6887,4,108,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6,0,0
6888,2,108,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,8,0,0
6889,17,108,0,0,0,4,3,1,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,4,0,0,0,1,18,0,0
6890,125,353,0,2,0,0,8,15,0,0,0,0,0,0,15,2,0,0,0,0,0,0,0,0,12,0,0,11,0,0,18,0,0,0,0,0,0,1,10,7,0,0,19,122,0,0
6891,28,107,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,7,0,0
6892,1,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,6,0,0
6893,8,107,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,4,0,0,3,0,0,0,1,11,0,0
6894,5,107,0,1,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,1,16,0,0
6895,119,336,0,2,0,0,3,3,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,3,0,0,2,0,0,5,1,0,0,0,0,0,0,2,0,0,0,3,21,0,0
6896,57,146,0,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,5,0,0,0,0,0,6,0,3,1,0,0,6,41,0,0
6897,79,217,0,1,0,0,1,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,5,0,0,0,0,1,2,0,3,0,0,0,4,31,0,0
6898,2,105,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,8,0,0,0,0,2,0,0,6,8,0,0,13,37,0,0
6899,29,398,0,4,0,1,18,18,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,64,0,0,8,0,0,12,0,0,0,0,8,4,0,5,0,0,0,18,158,0,0
6900,13,122,0,1,0,0,6,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,33,0,0,0,0,0,0,0,5,0,0,0,11,72,0,0
6901,299,387,1,0,0,0,8,16,0,0,0,0,0,0,5,3,0,0,0,0,0,0,4,0,13,0,0,4,0,0,17,2,0,0,2,0,21,0,4,4,0,0,8,113,0,0
6902,0,104,0,0,0,0,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13,9,0,0,2,19,0,0
6903,9,104,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,11,0,0
6904,43,104,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,5,0,0
6905,15,126,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,5,0,0,7,0,0,0,3,13,0,0
6906,10,104,0,0,0,0,7,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,2,0,0,0,1,1,0,3,1,0,0,8,39,0,0
6907,16,104,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,7,0,0
6908,7,103,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,2,11,0,0
6909,27,394,0,26,0,0,65,5,1,0,0,0,0,0,3,6,41,0,0,0,0,0,0,0,100,0,0,11,0,0,46,6,1,0,1,21,0,0,25,0,0,0,22,301,0,0
6910,16,103,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,2,0,0,1,9,0,0
6911,8,103,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,8,0,0
6912,1,103,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0
6913,3,102,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,2,0,0,2,0,0,0,5,13,0,0
6914,0,140,0,0,0,1,34,20,0,0,0,0,0,0,5,13,0,0,2,0,0,2,0,0,3,0,0,11,0,1,58,0,0,0,0,1,2,0,40,1,0,0,18,207,0,1
6915,24,102,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,4,0,0,0,2,10,0,0
6916,15,101,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0
6917,58,132,0,14,1,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,2,3,0,8,0,0,11,0,0,0,0,0,0,0,5,1,0,0,5,40,0,0
6918,4,100,0,0,0,0,7,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,4,0,0,0,4,25,0,0
6919,99,133,1,0,0,1,6,10,0,0,0,0,0,0,1,3,25,0,0,0,0,0,0,0,0,0,0,7,0,0,28,0,0,0,0,0,5,0,13,0,0,1,7,69,0,0
6920,3,100,0,2,0,0,7,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,1,0,0,4,0,2,1,0,5,0,0,4,0,0,0,3,47,0,0
6921,49,126,1,0,0,3,14,9,0,0,1,3,0,1,0,6,14,0,2,0,0,1,0,0,11,0,0,31,0,1,48,0,0,0,0,0,5,0,34,0,0,0,28,175,0,1
6922,53,238,0,9,0,0,9,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,10,0,0,15,0,0,29,0,2,0,0,5,0,0,16,0,0,0,13,107,0,0
6923,4,99,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,6,0,0
6924,0,99,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,3,12,0,0
6925,126,323,0,8,0,1,50,20,3,0,0,0,0,0,22,4,24,0,0,0,0,0,0,0,42,0,0,10,0,0,71,4,0,2,0,0,7,0,3,0,0,0,22,261,0,0
6926,76,217,2,0,0,1,14,3,0,0,0,0,0,0,7,10,0,0,0,0,1,1,0,0,1,0,0,6,0,0,8,0,0,0,0,2,10,0,6,1,0,0,10,91,0,0
6927,18,131,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,1,1,0,6,0,0,0,1,0,0,0,8,7,0,0,1,20,0,0
6928,12,98,1,2,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,5,0,0,1,13,0,0
6929,5,98,0,0,0,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,11,0,0
6930,48,155,1,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,2,0,0,0,0,1,0,0,1,4,0,0,2,16,0,0
6931,27,111,1,3,0,0,172,35,1,0,0,0,0,1,2,4,0,0,7,0,0,0,0,0,53,0,0,12,0,1,230,26,0,20,0,10,1,0,19,0,0,1,99,700,0,0
6932,27,130,1,0,0,2,6,10,0,0,2,2,0,0,1,4,0,0,0,0,0,0,0,0,0,1,0,5,0,0,13,0,0,0,0,0,0,0,9,0,0,0,6,52,0,1
6933,6,97,0,0,0,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,8,0,0,0,3,23,0,0
6934,2,96,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,6,0,0
6935,2,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,3,0,0
6936,27,207,1,1,0,0,9,10,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,5,0,0,10,0,0,0,0,0,1,0,9,0,0,0,9,64,0,0
6937,2,95,0,3,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,1,0,0,7,0,0,0,0,0,0,0,9,1,0,0,1,130,0,0
6938,58,95,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,5,0,0,6,0,0,0,0,0,2,0,7,0,0,0,6,33,0,1
6939,18,200,0,0,0,0,26,8,0,0,0,0,0,0,7,1,0,0,1,0,0,0,0,0,4,0,1,7,0,0,23,0,0,0,0,1,1,0,16,0,0,0,26,122,0,0
6940,2,98,0,6,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,9,0,0,20,0,0,0,0,0,0,0,5,0,0,0,14,60,0,0
6941,36,94,0,0,0,0,6,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,7,0,0,0,10,37,0,0
6942,9,94,0,4,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,3,0,0,0,0,0,0,0,3,0,0,0,2,25,0,0
6943,5,94,0,0,0,0,4,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,2,0,0,0,4,21,0,0
6944,7,95,0,3,0,0,9,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,3,0,0,5,0,0,1,0,4,0,0,3,0,0,0,4,83,0,0
6945,77,126,0,0,0,0,2,3,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,2,0,0,24,0,0,0,0,0,2,0,2,0,0,0,2,39,0,1
6946,132,303,0,2,0,0,3,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,2,0,0,0,0,0,7,0,1,0,0,0,5,34,0,0
6947,119,345,1,7,0,0,11,7,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,10,1,0,8,0,0,10,0,0,0,0,0,8,0,9,2,0,0,12,71,0,0
6948,37,93,0,0,0,0,19,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,2,0,0,1,0,0,0,0,0,1,0,5,0,0,0,5,40,0,0
6949,8,138,0,1,2,0,0,7,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,3,22,0,0
6950,84,315,0,12,0,2,20,18,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,14,0,0,16,0,0,44,0,0,0,0,1,1,0,3,2,0,0,13,152,5,0
6951,19,332,0,2,0,2,2,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,5,0,0,0,0,3,0,0,3,5,0,0,4,38,0,0
6952,25,336,1,6,0,0,13,12,0,1,0,0,0,0,2,4,0,0,0,0,0,0,0,0,12,0,0,2,0,0,5,1,0,0,0,0,1,0,9,2,2,0,4,57,0,0
6953,5,92,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,0,0
6954,37,201,0,0,0,0,70,9,9,0,0,0,0,2,4,0,0,0,1,0,0,0,0,0,4,5,2,12,0,0,79,29,1,4,0,1,5,0,13,0,0,0,35,307,2,0
6955,25,133,0,0,0,0,9,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,3,0,0,9,1,0,1,0,0,0,0,7,0,0,0,7,41,0,0
6956,2,91,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,6,0,0
6957,13,121,1,2,0,0,14,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,5,0,0,9,1,0,0,2,1,1,0,10,0,0,0,7,50,0,0
6958,7,91,0,1,0,0,11,7,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,6,0,0,20,0,0,0,0,0,0,0,12,0,0,0,11,66,0,0
6959,24,408,0,17,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,32,0,0,50,0,0,3,0,1,1,0,6,1,0,0,27,133,0,0
6960,29,156,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,0,1,1,0,0,5,29,0,0
6961,101,380,1,5,0,4,32,20,1,0,0,0,0,1,1,20,3,0,2,0,0,0,0,0,12,15,2,32,0,0,363,0,1,8,1,1,8,0,17,0,0,0,46,585,0,0
6962,3,120,0,2,0,2,15,5,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,6,0,0,2,0,0,7,0,0,0,1,0,0,0,9,9,0,0,17,67,0,0
6963,23,128,1,2,0,3,29,25,0,0,1,3,0,1,1,2,0,0,0,0,0,4,0,0,10,0,0,13,0,0,61,0,0,0,0,0,5,0,21,0,0,0,20,206,0,1
6964,151,337,3,3,0,0,2,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,0,1,8,0,0,7,0,1,0,0,0,12,0,4,0,0,12,5,54,0,0
6965,1,90,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,0,0
6966,9,122,0,1,0,0,6,9,0,0,2,0,0,0,1,2,0,0,1,0,0,1,0,0,2,0,0,3,0,0,30,0,1,0,0,0,0,0,3,0,0,0,6,68,0,1
6967,11,93,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,10,0,0,0,0,0,0,0,6,0,0,0,5,23,0,1
6968,0,89,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,1,5,0,0
6969,112,352,0,4,0,0,52,10,3,0,0,0,0,0,4,10,0,0,0,0,0,0,1,0,6,0,0,7,0,0,62,0,0,0,3,3,2,0,16,0,0,0,42,209,0,0
6970,6,89,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,0,0,1,0,0,2,0,0,0,1,21,0,0
6971,10,92,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,2,2,2,0,0,2,16,0,0
6972,0,394,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5,0,0,36,0,0,0,0,0,0,0,8,0,0,0,6,54,0,0
6973,0,92,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,4,0,0
6974,78,88,4,2,0,1,16,3,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,55,0,1,3,0,0,8,0,0,0,1,0,5,0,4,0,0,0,2,103,0,0
6975,0,88,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,1,5,0,0
6976,0,88,0,0,0,0,12,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,2,0,0,9,0,0,0,0,0,1,0,12,2,0,0,6,47,0,0
6977,27,130,0,0,0,0,11,2,0,0,1,0,0,0,0,2,0,0,2,0,0,0,0,0,1,0,0,6,0,0,20,0,0,0,0,0,0,0,14,0,0,0,8,56,0,1
6978,14,410,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,2,0,0,0,0,0,0,0,2,1,0,0,3,16,0,0
6979,25,86,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0
6980,1,86,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,2,7,0,0
6981,86,353,0,6,0,0,3,5,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,18,0,0,19,0,0,41,0,0,0,0,0,11,0,3,1,0,0,14,121,0,0
6982,9,123,1,9,0,0,17,5,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,26,1,0,1,0,0,5,0,0,0,0,0,9,77,0,0
6983,0,85,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,3,0,0,0,3,17,0,0
6984,9,85,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,12,0,0
6985,1,85,0,2,0,0,8,7,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,30,0,0,2,0,0,2,0,0,0,0,1,0,0,1,9,0,0,1,59,0,0
6986,44,397,0,5,0,0,13,3,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,3,0,0,6,1,0,8,0,0,0,0,0,0,0,8,7,0,0,8,47,0,0
6987,7,84,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,2,0,0,0,3,11,0,0
6988,0,132,0,2,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,5,0,0,10,0,0,0,0,0,0,0,6,0,0,0,6,44,0,0
6989,15,122,1,0,0,2,5,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,7,0,0,16,0,0,0,0,0,4,0,10,0,0,0,9,48,0,1
6990,9,220,0,1,0,0,8,3,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,2,0,0,0,2,0,0,2,1,28,0,0
6991,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,3,0,0,0,1,8,0,0
6992,211,259,3,36,0,1,26,13,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,51,0,0,3,0,0,11,1,0,0,0,11,9,0,6,0,0,0,6,136,0,0
6993,65,83,0,1,0,0,17,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0,0,3,0,0,8,0,0,0,0,0,0,0,1,5,0,0,10,65,0,0
6994,11,83,0,1,0,6,23,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,1,0,0,10,1,0,0,0,0,0,0,9,0,0,0,11,63,0,0
6995,0,83,0,0,0,2,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6,0,0
6996,10,395,0,1,0,0,10,2,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,3,0,0,7,0,0,0,11,46,0,0
6997,19,83,0,3,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,5,0,7,0,0,3,0,0,0,0,0,0,0,2,1,0,0,4,24,0,0
6998,27,364,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,0,0,0,0,1,0,0,1,2,0,0,2,9,0,0
6999,10,81,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,9,0,0
7000,1,80,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,9,0,0
7001,1,80,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0
